"Notes"	"Occurrence State"	"Occurrence State Code"	"MMWR Year"	"MMWR Year Code"	"MMWR Week"	"MMWR Week Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 01 ending January 06, 2018"	"2018/01"	"Neoplasms"	"C00-D48"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 01 ending January 06, 2018"	"2018/01"	"Diseases of the circulatory system"	"I00-I99"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 01 ending January 06, 2018"	"2018/01"	"Diseases of the respiratory system"	"J00-J98"	151	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 02 ending January 13, 2018"	"2018/02"	"Neoplasms"	"C00-D48"	208	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 02 ending January 13, 2018"	"2018/02"	"Diseases of the circulatory system"	"I00-I99"	433	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 02 ending January 13, 2018"	"2018/02"	"Diseases of the respiratory system"	"J00-J98"	204	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 03 ending January 20, 2018"	"2018/03"	"Neoplasms"	"C00-D48"	215	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 03 ending January 20, 2018"	"2018/03"	"Diseases of the circulatory system"	"I00-I99"	427	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 03 ending January 20, 2018"	"2018/03"	"Diseases of the respiratory system"	"J00-J98"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 04 ending January 27, 2018"	"2018/04"	"Neoplasms"	"C00-D48"	223	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 04 ending January 27, 2018"	"2018/04"	"Diseases of the circulatory system"	"I00-I99"	395	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 04 ending January 27, 2018"	"2018/04"	"Diseases of the respiratory system"	"J00-J98"	197	Not Applicable	Not Applicable
	"Alabama"	"01"	"2018"	"2018"	"2018 Week 05 ending February 03, 2018"	"2018/05"	"Neoplasms"	"C00-D48"	221	Not Applicable	Not Applicable
